29,2024-04-10,42,1,1,0,0,14,6,22,5,20
30,2024-04-11,42,1,1,0,0,14,6,22,5,20
31,2024-04-12,42,0,1,3,0,30,10,37,11,40
32,2024-04-13,42,1,1,6,0,20,10,11,11,40
33,2024-04-14,21,1,1,11,1,24,8,14,10,33
34,2024-04-15,20,1,1,11,1,30,10,24,13,48
35,2024-04-16,20,1,1,10,2,33,13,28,15,48
36,2024-04-17,20,1,1,10,2,33,13,28,15,48
37,2024-04-18,20,1,1,10,2,33,13,28,15,48
38,2024-04-19,20,1,1,9,3,36,15,36,17,58
39,2024-04-20,20,1,1,8,3,18,14,6,1,8
40,2024-04-21,20,1,1,2,2,23,16,10,2,13
41,2024-04-22,20,1,1,0,4,30,20,18,5,18
42,2024-04-23,20,2,1,3,4,30,20,18,5,18
43,2024-04-24,20,2,1,2,4,37,24,26,7,28
44,2024-04-25,20,2,1,1,4,46,25,31,7,28
45,2024-04-26,20,1,1,4,6,51,34,36,6,33
46,2024-04-27,20,1,1,4,6,46,28,12,6,33
47,2024-04-28,20,1,1,4,6,38,18,15,6,36
48,2024-04-29,20,1,1,4,4,44,23,18,10,46
8,2024-04-30,20,1,1,1,8,49,23,16,11,53
9,2024-05-01,20,1,1,0,9,53,24,20,13,53
10,2024-05-02,20,1,1,0,10,44,25,23,14,53
11,2024-05-03,20,1,1,0,10,42,26,37,15,58
12,2024-05-04,20,1,1,0,10,36,23,24,15,46
13,2024-05-05,20,1,1,0,9,34,23,21,15,38
14,2024-05-06,19,0,1,9,11,32,25,14,0,1
15,2024-05-07,19,0,1,9,11,32,25,14,0,1
16,2024-05-08,19,0,1,9,11,29,31,33,2,17
17,2024-05-09,19,0,1,9,11,29,31,33,2,17
18,2024-05-10,19,0,1,7,14,32,32,46,5,22
19,2024-05-11,19,0,1,4,15,34,34,51,5,22
1,2024-05-12,19,0,1,1,14,34,11,23,6,25
2,2024-05-13,19,0,1,0,10,48,13,42,7,30
3,2024-05-14,19,0,1,0,10,48,13,42,7,30
4,2024-05-15,19,0,1,0,10,48,13,42,7,30
5,2024-05-16,19,0,1,0,10,48,13,42,7,30
6,2024-05-17,19,0,1,0,10,48,13,42,7,30
7,2024-05-18,18,1,1,4,12,33,17,12,8,26
81,2024-05-19,18,1,1,3,12,34,18,13,8,26
111,2024-05-20,17,2,1,5,12,15,15,19,8,19
143,2024-05-21,17,2,1,5,11,20,14,23,8,29
144,2024-05-22,17,2,1,5,11,20,14,23,8,29
145,2024-05-23,17,2,1,2,14,32,17,36,11,34
146,2024-05-24,17,2,1,2,14,32,17,36,11,34
147,2024-05-25,17,2,1,1,12,26,16,12,12,39
148,2024-05-26,17,1,1,6,13,12,10,8,12,38
149,2024-05-27,17,1,1,6,13,12,10,8,12,38
150,2024-05-28,17,1,1,5,14,15,11,22,14,38
151,2024-05-29,17,1,1,5,14,15,10,25,16,48
152,2024-05-30,17,1,1,1,16,10,12,29,15,50
153,2024-05-31,17,1,1,1,14,11,11,24,7,31
154,2024-06-01,17,1,1,1,14,4,0,2,1,0
155,2024-06-02,17,1,1,0,10,4,1,10,1,0
156,2024-06-03,17,1,1,0,6,22,2,21,6,15
157,2024-06-04,17,1,1,0,6,22,2,21,6,15
158,2024-06-05,17,0,1,5,6,20,4,30,7,20
159,2024-06-06,17,0,1,4,7,15,6,7,2,1
160,2024-06-07,17,0,1,3,7,24,6,17,2,1
161,2024-06-08,16,1,1,2,7,27,7,18,2,1
162,2024-06-09,16,1,1,4,5,19,7,16,1,2
163,2024-06-10,16,1,1,3,4,22,3,13,1,10
164,2024-06-11,16,1,1,3,4,22,3,13,1,10
165,2024-06-12,16,1,1,3,4,22,3,13,1,10
166,2024-06-13,16,1,1,3,4,20,1,1,1,3
167,2024-06-14,16,1,1,3,4,20,1,1,1,3
168,2024-06-15,16,1,1,2,3,14,2,21,5,20
169,2024-06-16,17,0,1,2,2,14,2,21,5,20
170,2024-06-17,17,0,1,1,3,15,3,10,1,9
171,2024-06-18,17,0,1,1,3,15,3,10,1,9
172,2024-06-19,17,0,1,1,2,19,4,14,2,14
173,2024-06-20,17,0,1,0,2,21,5,22,1,19
174,2024-06-21,17,0,1,0,2,21,5,22,1,19
175,2024-06-22,16,0,1,5,2,5,4,10,4,15
176,2024-06-23,16,0,1,5,2,3,0,5,4,15
177,2024-06-24,16,0,1,4,3,7,1,10,4,15
178,2024-06-25,16,0,1,3,3,16,2,14,6,15
179,2024-06-26,16,0,1,3,3,15,3,18,6,25
180,2024-06-27,16,0,1,3,3,14,3,28,6,25
181,2024-06-28,16,0,1,3,3,14,3,28,6,25
182,2024-06-29,16,0,1,1,1,10,1,3,0,3
183,2024-06-30,15,1,1,5,1,13,2,11,1,12
184,2024-07-01,15,1,1,4,2,14,2,10,0,11
185,2024-07-02,15,1,1,4,2,14,2,10,0,11
186,2024-07-03,15,1,1,2,2,32,4,20,0,11
187,2024-07-04,15,1,1,2,2,31,1,4,0,4
188,2024-07-05,15,1,1,2,2,31,1,4,0,4
189,2024-07-06,14,0,1,3,3,31,4,14,2,24
190,2024-07-07,14,0,1,1,4,29,1,15,2,5
191,2024-07-08,14,0,1,1,4,26,1,4,1,3
192,2024-07-09,14,0,1,0,5,28,5,12,3,13
193,2024-07-10,14,0,1,0,4,31,8,16,4,18
194,2024-07-11,13,1,1,2,4,47,9,24,5,23
195,2024-07-12,7,3,1,5,5,47,10,3,3,5
196,2024-07-13,7,3,1,5,5,20,4,0,1,2
197,2024-07-14,6,4,1,7,6,1,1,0,2,1
198,2024-07-15,6,4,1,7,3,7,6,25,6,18
199,2024-07-16,6,4,1,7,3,7,6,25,6,18
200,2024-07-17,6,4,1,6,3,16,7,29,8,18
201,2024-07-18,6,4,1,6,3,16,7,29,8,18
202,2024-07-19,6,4,1,6,3,16,7,29,8,18
203,2024-07-20,56,4,1,4,0,3,1,1,0,1
204,2024-07-21,47,3,1,6,0,12,0,16,6,14
205,2024-07-22,47,3,1,6,0,3,0,2,1,1
206,2024-07-23,47,3,1,6,0,3,0,2,1,1
207,2024-07-24,47,3,1,6,0,2,1,7,1,1
208,2024-07-25,47,3,1,4,1,3,1,9,2,1
209,2024-07-26,47,3,1,4,1,3,1,9,2,1
210,2024-07-27,47,2,1,7,2,9,4,17,4,19
211,2024-07-28,47,2,1,13,2,9,7,21,6,16
212,2024-07-29,47,2,1,13,2,8,3,3,0,3
213,2024-07-30,47,2,1,13,2,8,3,3,0,3
214,2024-07-31,47,2,1,13,2,6,4,17,0,13
215,2024-08-01,47,2,1,13,2,5,0,2,0,2
216,2024-08-02,47,2,1,12,2,14,1,6,1,7
217,2024-08-03,36,3,1,11,1,18,0,11,1,3
218,2024-08-04,36,3,1,11,0,15,0,8,1,3
219,2024-08-05,35,4,1,13,1,18,0,10,1,3
220,2024-08-06,35,4,1,13,1,18,0,10,1,3
221,2024-08-07,35,4,1,13,1,17,0,19,1,13
222,2024-08-08,35,4,1,14,0,21,3,0,0,6
223,2024-08-09,35,4,1,14,0,21,3,0,0,6
224,2024-08-10,35,3,1,14,0,8,1,3,1,1
225,2024-08-11,35,3,1,13,0,4,1,1,1,0
226,2024-08-12,35,3,1,12,0,3,2,1,1,0
227,2024-08-13,34,2,1,9,0,6,2,6,2,5
228,2024-08-14,33,3,1,12,1,4,4,12,4,17
229,2024-08-15,33,3,1,11,2,8,5,16,5,22
230,2024-08-16,33,3,1,11,2,8,5,16,5,22
231,2024-08-17,33,3,1,9,3,8,0,7,3,0
232,2024-08-18,33,3,1,8,0,3,1,2,0,1
233,2024-08-19,33,3,1,6,1,2,1,2,0,1
234,2024-08-20,33,3,1,6,0,5,3,10,2,11
235,2024-08-21,33,3,1,6,0,5,2,14,3,16
236,2024-08-22,33,3,1,5,0,7,3,21,8,29
237,2024-08-23,33,3,1,4,1,11,4,26,8,29
238,2024-08-24,33,3,1,3,1,19,5,40,8,39
239,2024-08-25,33,3,1,3,0,9,4,36,9,36
240,2024-08-26,33,3,1,2,2,7,1,6,0,1
241,2024-08-27,33,3,1,2,2,7,1,6,0,1
242,2024-08-28,33,3,1,2,2,7,1,6,0,1
243,2024-08-29,33,3,1,1,2,1,0,10,1,19
244,2024-08-30,33,3,1,1,2,1,0,10,1,19
245,2024-08-31,33,1,1,5,2,5,2,22,5,28
246,2024-09-01,33,1,1,5,1,7,2,16,5,24
247,2024-09-02,33,1,1,3,2,2,1,2,1,3
248,2024-09-03,33,1,1,3,2,2,1,2,1,3
249,2024-09-04,33,1,1,3,2,0,0,24,3,23
250,2024-09-05,33,0,1,2,1,5,1,18,3,22
251,2024-09-06,33,0,1,2,1,5,1,18,3,22
252,2024-09-07,32,1,1,6,1,1,1,17,3,18
253,2024-09-08,31,1,1,7,0,4,2,24,4,20
254,2024-09-09,21,3,1,7,0,6,1,4,2,6
